# fixture=count_254 config=no_maps_redirect
## configuration
minSize=0
maxSize=Infinity
excludeOnEdges=false
redirect=true
calibration=NONE
maps=false,false,false,false
filters=
## counts
objects=254
droppedByMorphology=0
droppedByDetectorFilters=0
droppedShort=0
singleSlice=0
## warnings
count=0
## statistics
rows=254 columns=26
headings	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Min	Max	X	Y	Z	XM	YM	ZM	Morph_Sphericity	Morph_Compactness	Morph_Elongation	Morph_Feret3D_um	BX	BY	BZ	B-width	B-height	B-depth	Label
body_sha256=d3774b91854a5c13c2fa0bec43e7fcb057710b0a76944bc712aa7cc46f101aa5
detail=full
0	1.0	6.0	1.0	1.0	21.0	21.0	0.0	21.0	21.0	1.0	1.0	0.0	1.0	1.0	0.0	s:NaN	s:NaN	s:NaN	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
1	1.0	6.0	1.0	1.0	35.0	35.0	0.0	35.0	35.0	3.0	1.0	0.0	3.0	1.0	0.0	s:NaN	s:NaN	s:NaN	0.0	3.0	1.0	0.0	1.0	1.0	1.0	2.0
2	1.0	6.0	1.0	1.0	49.0	49.0	0.0	49.0	49.0	5.0	1.0	0.0	5.0	1.0	0.0	s:NaN	s:NaN	s:NaN	0.0	5.0	1.0	0.0	1.0	1.0	1.0	3.0
3	1.0	6.0	1.0	1.0	63.0	63.0	0.0	63.0	63.0	7.0	1.0	0.0	7.0	1.0	0.0	s:NaN	s:NaN	s:NaN	0.0	7.0	1.0	0.0	1.0	1.0	1.0	4.0
4	1.0	6.0	1.0	1.0	77.0	77.0	0.0	77.0	77.0	9.0	1.0	0.0	9.0	1.0	0.0	s:NaN	s:NaN	s:NaN	0.0	9.0	1.0	0.0	1.0	1.0	1.0	5.0
5	1.0	6.0	1.0	1.0	91.0	91.0	0.0	91.0	91.0	11.0	1.0	0.0	11.0	1.0	0.0	s:NaN	s:NaN	s:NaN	0.0	11.0	1.0	0.0	1.0	1.0	1.0	6.0
6	1.0	6.0	1.0	1.0	105.0	105.0	0.0	105.0	105.0	13.0	1.0	0.0	13.0	1.0	0.0	s:NaN	s:NaN	s:NaN	0.0	13.0	1.0	0.0	1.0	1.0	1.0	7.0
7	1.0	6.0	1.0	1.0	119.0	119.0	0.0	119.0	119.0	15.0	1.0	0.0	15.0	1.0	0.0	s:NaN	s:NaN	s:NaN	0.0	15.0	1.0	0.0	1.0	1.0	1.0	8.0
